effortid,date,year,month,day,population,area,section,activity,timestart,effort,observers,observernames,precip,cloud,windspeed,air,water,notchcode,turtleid,idquestionable,idcomments,obsid,method,utme,utmn,spatialproof,accuracy,accuracyDistance,sex,AgeAtCapture
16596,2015-07-09,2015,7,9,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Bait and Check Traps,13:10:00,39,1,James Neish,None,70,Calm,25,23,,,,,,,,,,,,,
16596,2015-07-09,2015,7,9,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Bait and Check Traps,14:31:00,22,1,James Neish,None,60,Calm,27,24,,,,,,,,,,,,,
16596,2015-07-09,2015,7,9,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,14:53:00,6,1,James Neish,None,60,Calm,25,26,,,,,,,,,,,,,
16597,2015-07-10,2015,7,10,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Pull Traps,14:44:00,16,2,"Oscar Thiebault,  Kim Dubois",None,45,Calm,28,23,,,,,,,,,,,,,
16598,2015-07-21,2015,7,21,ML (McGowan Lake),JT (Joe Tom Brook),O1 (Offshoot 1),Set Traps,13:15:00,46,2,"Jeffie McNeil, Troy Frech",None,100,Light,22,23,,,,,,,,,,,,,
16598,2015-07-21,2015,7,21,ML (McGowan Lake),JT (Joe Tom Brook),MB (Meadow Brook),Set Traps,13:38:00,54,2,"Jeffie McNeil, Troy Frech",None,100,Calm,23,22,,,,,,,,,,,,,
16598,2015-07-21,2015,7,21,ML (McGowan Lake),JT (Joe Tom Brook),ML (Meadow Lake),Set Traps,14:05:00,94,2,"Jeffie McNeil, Troy Frech",None,100,Light,23,24,,,,,,,,,,,,,
16599,2015-07-22,2015,7,22,ML (McGowan Lake),JT (Joe Tom Brook),SL (Sawdust Lake),Radio Tracking,09:50:00,9,1,Jeffie McNeil,Drizzle / Mist,100,Calm,17,19,,,,,,,,,,,,,
16599,2015-07-22,2015,7,22,ML (McGowan Lake),JT (Joe Tom Brook),O1 (Offshoot 1),Check Traps,10:00:00,16,1,Jeffie McNeil,Drizzle / Mist,100,Calm,17,19,,,,,,,,,,,,,
16599,2015-07-22,2015,7,22,ML (McGowan Lake),JT (Joe Tom Brook),MB (Meadow Brook),Check Traps,10:16:00,35,1,Jeffie McNeil,None,100,Calm,18,19,,,,,,,,,,,,,
16599,2015-07-22,2015,7,22,ML (McGowan Lake),JT (Joe Tom Brook),O1 (Offshoot 1),Visual Survey,13:30:00,10,1,Jeffie McNeil,None,100,Calm,21,21,,,,,,,,,,,,,
16599,2015-07-22,2015,7,22,ML (McGowan Lake),JT (Joe Tom Brook),SL (Sawdust Lake),Visual Survey,13:40:00,20,1,Jeffie McNeil,None,100,Calm,22,21,,,,,,,,,,,,,
16600,2015-07-23,2015,7,23,ML (McGowan Lake),JT (Joe Tom Brook),O0 (Offshoot 0),Bait and Check Traps,10:25:00,22,1,Jeffie McNeil,None,5,Light,21,20,,,,,,,,,,,,,
16600,2015-07-23,2015,7,23,ML (McGowan Lake),JT (Joe Tom Brook),MB (Meadow Brook),Bait and Check Traps,10:47:00,18,1,Jeffie McNeil,None,5,Light,21,21,,,,,,,,,,,,,
16600,2015-07-23,2015,7,23,ML (McGowan Lake),JT (Joe Tom Brook),ML (Meadow Lake),Bait and Check Traps,11:05:00,25,1,Jeffie McNeil,None,10,Light,21,21,,,,,,,,,,,,,
16600,2015-07-23,2015,7,23,ML (McGowan Lake),JT (Joe Tom Brook),MB (Meadow Brook),Visual Survey,12:45:00,5,1,Jeffie McNeil,None,20,Moderate,21,22,,,,,,,,,,,,,
16600,2015-07-23,2015,7,23,ML (McGowan Lake),JT (Joe Tom Brook),O1 (Offshoot 1),Visual Survey,12:50:00,5,1,Jeffie McNeil,None,20,Moderate,22,22.5,,,,,,,,,,,,,
16600,2015-07-23,2015,7,23,ML (McGowan Lake),JT (Joe Tom Brook),SL (Sawdust Lake),Visual Survey,12:55:00,20,1,Jeffie McNeil,None,20,Moderate,22,22,,,,,,,,,,,,,
16605,2015-07-24,2015,7,24,ML (McGowan Lake),JT (Joe Tom Brook),O1 (Offshoot 1),Check Traps,10:31:00,12,2,"Jeffie McNeil, Colin Gray",None,80,Calm,21,19.5,,,,,,,,,,,,,
16605,2015-07-24,2015,7,24,ML (McGowan Lake),JT (Joe Tom Brook),MB (Meadow Brook),Check Traps,10:37:00,26,2,"Jeffie McNeil, Colin Gray",None,80,Calm,21,20,,,,,,,,,,,,,
16607,2015-07-30,2015,7,30,ML (McGowan Lake),AN (Albany New),ME (Medway River East),Visual Survey,12:12:00,29,1,James Neish,None,15,Calm,28,22,,,,,,,,,,,,,
16607,2015-07-30,2015,7,30,ML (McGowan Lake),AN (Albany New),ME (Medway River East),Bait and Check Traps,10:55:00,77,1,James Neish,None,10,Calm,23,22,,,,,,,,,,,,,
16607,2015-07-30,2015,7,30,ML (McGowan Lake),AN (Albany New),ME (Medway River East),Visual Survey,13:05:00,32,1,James Neish,None,15,Calm,24,22,,,,,,,,,,,,,
16607,2015-07-30,2015,7,30,ML (McGowan Lake),AN (Albany New),,Visual Survey,13:37:00,37,1,James Neish,None,15,Calm,27,22,,,,,,,,,,,,,
16607,2015-07-30,2015,7,30,ML (McGowan Lake),AN (Albany New),ME (Medway River East),Visual Survey,14:14:00,30,1,James Neish,None,5,Calm,28,23,,,,,,,,,,,,,
16607,2015-07-30,2015,7,30,ML (McGowan Lake),AN (Albany New),ME (Medway River East),Bait and Check Traps,14:44:00,70,1,James Neish,None,20,Calm,29,23,,,,,,,,,,,,,
16635,2015-07-13,2015,7,13,ML (McGowan Lake),DL (Deans Lake),DC (Dean's Lake North Coves),Set Traps,11:25:00,285,3,"James Neish, Oscar Thiebaut Rizzoni, Harold Clapp",None,10,Calm,29,22,,,,,,,,,,,,,
16635,2015-07-13,2015,7,13,ML (McGowan Lake),DL (Deans Lake),LN (Lucy's Cove North),Set Traps,13:05:00,141,3,"James Neish, Oscar Thiebaut Rizzoni, Harold Clapp",None,10,Calm,28,27,,,,,,,,,,,,,
16635,2015-07-13,2015,7,13,ML (McGowan Lake),DL (Deans Lake),DB (Dean Bog),Set Traps,14:01:00,111,3,"James Neish, Oscar Thiebaut Rizzoni, Harold Clapp",None,10,Calm,31,26,,,,,,,,,,,,,
16635,2015-07-13,2015,7,13,ML (McGowan Lake),DL (Deans Lake),LC (Lucys Cove),Set Traps,14:38:00,57,3,"James Neish, Oscar Thiebaut Rizzoni, Harold Clapp",None,10,Calm,30,25,,,,,,,,,,,,,
16635,2015-07-13,2015,7,13,ML (McGowan Lake),DL (Deans Lake),BP (Beaver Pond),Set Traps,15:06:00,102,3,"James Neish, Oscar Thiebaut Rizzoni, Harold Clapp",None,10,Calm,29,26,,,,,,,,,,,,,
16635,2015-07-13,2015,7,13,ML (McGowan Lake),DL (Deans Lake),BP (Beaver Pond),Set Traps,15:40:00,40,2,"James Neish, Oscar Thiebaut Rizzoni, Harold Clapp",None,10,Calm,30,26,,,,,,,,,,,,,
16636,2015-07-14,2015,7,14,ML (McGowan Lake),DL (Deans Lake),BP (Beaver Pond),Check Traps,09:30:00,60,2,Harold and Diane Clapp,None,0,Calm,19,22,,,,,,,,,,,,,
16636,2015-07-14,2015,7,14,ML (McGowan Lake),DL (Deans Lake),DB (Dean Bog),Check Traps,10:00:00,40,2,Harold and Diane Clapp,None,0,Calm,22,25,,,,,,,,,,,,,
16636,2015-07-14,2015,7,14,ML (McGowan Lake),DL (Deans Lake),LC (Lucys Cove),Check Traps,10:20:00,20,2,Harold and Diane Clapp,None,0,Light,22,25,,,,,,,,,,,,,
16636,2015-07-14,2015,7,14,ML (McGowan Lake),DL (Deans Lake),LN (Lucy's Cove North),Check Traps,10:30:00,30,2,Harold and Diane Clapp,None,0,Light,22,25,,,,,,,,,,,,,
16636,2015-07-14,2015,7,14,ML (McGowan Lake),DL (Deans Lake),DC (Dean's Lake North Coves),Check Traps,10:45:00,150,2,Harold and Diane Clapp,None,0,Light,25,26,,,,,,,,,,,,,
16637,2015-07-14,2015,7,14,ML (McGowan Lake),KM (Kempt),MR (Martin Road),Radio Tracking,12:45:00,150,2,Harold and Diane Clapp,None,,,,,,,,,,,,,,,,,
16638,2015-07-15,2015,7,15,ML (McGowan Lake),DL (Deans Lake),DC (Dean's Lake North Coves),Bait and Check Traps,11:20:00,100,2,Harold Clapp and Mallory Heim,None,100,Light,25,23,,,,,,,,,,,,,
16638,2015-07-15,2015,7,15,ML (McGowan Lake),DL (Deans Lake),LN (Lucy's Cove North),Bait and Check Traps,12:15:00,20,2,Harold Clapp and Mallory Heim,None,100,Calm,28,25,,,,,,,,,,,,,
16638,2015-07-15,2015,7,15,ML (McGowan Lake),DL (Deans Lake),LC (Lucys Cove),Bait and Check Traps,12:30:00,20,2,Harold Clapp and Mallory Heim,None,90,Light,26,25,,,,,,,,,,,,,
16638,2015-07-15,2015,7,15,ML (McGowan Lake),DL (Deans Lake),BP (Beaver Pond),Bait and Check Traps,13:30:00,72,2,Harold Clapp and Mallory Heim,None,60,Calm,22,25,,,,,,,,,,,,,
16639,2015-07-15,2015,7,15,ML (McGowan Lake),,,Radio Tracking,08:30:00,120,1,Harold Clapp,None,100,Calm,20,,,,,,,,,,,,,,
16639,2015-07-15,2015,7,15,ML (McGowan Lake),,,Radio Tracking,14:30:00,90,1,Harold Clapp,None,50,Calm,26,,,,,,,,,,,,,,
16640,2005-09-10,2005,9,10,ML (McGowan Lake),JT (Joe Tom Brook),B1 (Brook 1),Visual Survey,14:54:00,16,1,Jeffie McNeil,None,20,Moderate,19,,,,,,,,,,,,,,
16640,2005-09-10,2005,9,10,ML (McGowan Lake),JT (Joe Tom Brook),B2 (Brook 2),Visual Survey,15:10:00,10,1,Jeffie McNeil,None,20,Moderate,19,,,,,,,,,,,,,,
16640,2005-09-10,2005,9,10,ML (McGowan Lake),JT (Joe Tom Brook),MB (Meadow Brook),Radio Tracking,15:20:00,7,1,Jeffie McNeil,None,20,Moderate,19,,,,,,,,,,,,,,
16640,2005-09-10,2005,9,10,ML (McGowan Lake),JT (Joe Tom Brook),ML (Meadow Lake),Radio Tracking,15:27:00,10,1,Jeffie McNeil,None,20,Moderate,19,,,,,,,,,,,,,,
16640,2005-09-10,2005,9,10,ML (McGowan Lake),JT (Joe Tom Brook),MB (Meadow Brook),Radio Tracking,15:37:00,10,1,Jeffie McNeil,None,20,Moderate,19,,,,,,,,,,,,,,
16640,2005-09-10,2005,9,10,ML (McGowan Lake),JT (Joe Tom Brook),O1 (Offshoot 1),Radio Tracking,15:47:00,8,1,Jeffie McNeil,None,20,Moderate,19,,,,,,,,,,,,,,
16640,2005-09-10,2005,9,10,ML (McGowan Lake),JT (Joe Tom Brook),SL (Sawdust Lake),Radio Tracking,15:55:00,8,1,Jeffie McNeil,None,20,Moderate,19,,,,,,,,,,,,,,
16640,2005-09-10,2005,9,10,ML (McGowan Lake),JT (Joe Tom Brook),B2 (Brook 2),Radio Tracking,16:15:00,5,1,Jeffie McNeil,None,20,Moderate,19,,,,,,,,,,,,,,
16640,2005-09-10,2005,9,10,ML (McGowan Lake),JT (Joe Tom Brook),B1 (Brook 1),Radio Tracking,16:20:00,13,1,Jeffie McNeil,None,20,Moderate,19,,,,,,,,,,,,,,
16641,2015-07-28,2015,7,28,ML (McGowan Lake),AN (Albany New),ME (Medway River East),Set Traps,09:55:00,234,2,"James Neish, Oscar Thiebaut Rizzoni",Drizzle / Mist,100,Calm,21,20,,,,,,,,,,,,,
16642,2015-07-29,2015,7,29,ML (McGowan Lake),AN (Albany New),ME (Medway River East),Check Traps,09:44:00,120,2,"James Neish, Oscar Thiebaut Rizzoni",None,99,Calm,19,19.5,,,,,,,,,,,,,
16643,2015-07-28,2015,7,28,ML (McGowan Lake),MM (Mount Merrit Brook),M1 (Meadow 1),Set Traps,12:00:00,160,1,Jeffie McNeil,Mod - Heavy Rain,100,Light,21,20,,,,,,,,,,,,,
16643,2015-07-28,2015,7,28,ML (McGowan Lake),MM (Mount Merrit Brook),P1 (Pond 1),Set Traps,14:40:00,25,1,Jeffie McNeil,Drizzle / Mist,100,Light,21,21,,,,,,,,,,,,,
16645,2015-07-29,2015,7,29,ML (McGowan Lake),MM (Mount Merrit Brook),P1 (Pond 1),Check Traps,10:26:00,8,1,Jeffie McNeil (Boomer),None,20,Light,20,20,,,,,,,,,,,,,
16645,2015-07-29,2015,7,29,ML (McGowan Lake),MM (Mount Merrit Brook),P1 (Pond 1),Radio Tracking,10:34:00,6,1,Jeffie McNeil (Boomer),None,20,Light,20,20,,,,,,,,,,,,,
16645,2015-07-29,2015,7,29,ML (McGowan Lake),MM (Mount Merrit Brook),M1 (Meadow 1),Check Traps,10:45:00,15,1,Jeffie McNeil (Boomer),None,20,Calm,20,19,,,,,,,,,,,,,
16645,2015-07-29,2015,7,29,ML (McGowan Lake),MM (Mount Merrit Brook),M1 (Meadow 1),Visual Survey,11:00:00,20,1,Jeffie McNeil (Boomer),None,5,Calm,22,19,,,,,,,,,,,,,
16645,2015-07-29,2015,7,29,ML (McGowan Lake),MM (Mount Merrit Brook),M1 (Meadow 1),Check Traps,11:20:00,18,1,Jeffie McNeil (Boomer),None,0,Calm,23,19,,,,,,,,,,,,,
16645,2015-07-29,2015,7,29,ML (McGowan Lake),MM (Mount Merrit Brook),M1 (Meadow 1),Dog and visual survey,11:38:00,22,1,Jeffie McNeil (Boomer),None,2,Light,23,19,,,,,,,,,,,,,
16645,2015-07-29,2015,7,29,ML (McGowan Lake),MM (Mount Merrit Brook),P1 (Pond 1),Dog and visual survey,12:00:00,25,1,Jeffie McNeil (Boomer),None,1,Light,23,21,,,,,,,,,,,,,
16680,2015-07-31,2015,7,31,ML (McGowan Lake),AN (Albany New),ME (Medway River East),Pull Traps,09:15:00,136,1,James Neish,None,100,Light,22,22,,,,,,,,,,,,,
16682,2005-07-07,2005,7,7,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,12:28:00,10,2,"Jeffie McNeil, Natacha Fontaine Seguin",None,100,Calm,21,20,,,,,,,,,,,,,
16682,2005-07-07,2005,7,7,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Set Traps,12:36:00,126,2,"Jeffie McNeil, Natacha Fontaine Seguin",None,100,Calm,20,19,,,,,,,,,,,,,
16682,2005-07-07,2005,7,7,ML (McGowan Lake),WB (West Bog),2M (West Bog 2M),Visual Survey,13:40:00,10,2,"Jeffie McNeil, Natacha Fontaine Seguin",None,100,Calm,20,19,,,,,,,,,,,,,
16682,2005-07-07,2005,7,7,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,13:45:00,10,2,"Jeffie McNeil, Natacha Fontaine Seguin",None,100,Calm,20,20,,,,,,,,,,,,,
16683,2005-07-08,2005,7,8,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Set Traps,12:45:00,94,2,"Jeffie McNeil, Mike Lawton",None,100,Calm,24,19,,,,,,,,,,,,,
16683,2005-07-08,2005,7,8,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Set Traps,13:45:00,30,2,"Jeffie McNeil, Mike Lawton",None,100,Calm,24,21,,,,,,,,,,,,,
16683,2005-07-08,2005,7,8,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Set Traps,14:10:00,10,2,"Jeffie McNeil, Mike Lawton",None,80,Calm,24,21,,,,,,,,,,,,,
16683,2005-07-08,2005,7,8,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Check Traps,14:15:00,46,2,"Jeffie McNeil, Mike Lawton",None,80,Calm,24,21,,,,,,,,,,,,,
16685,2015-07-16,2015,7,16,ML (McGowan Lake),DL (Deans Lake),LC (Lucys Cove),Check Traps,12:22:00,16,2,"James Neish, Jeffie McNeil, Ethan Whynot",None,10,Light,23,26,,,,,,,,,,,,,
16685,2015-07-16,2015,7,16,ML (McGowan Lake),DL (Deans Lake),DC (Dean's Lake North Coves),Check Traps,13:20:00,170,2,"James Neish, Jeffie McNeil, Ethan Whynot",None,10,Light,23,23,,,,,,,,,,,,,
16687,2005-07-11,2005,7,11,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Pull Traps,12:55:00,4,2,"Jeffie McNeil, Natacha Fontaine-Sqguin",None,95,Calm,25,20,,,,,,,,,,,,,
16690,2015-08-24,2015,8,24,ML (McGowan Lake),KM (Kempt),H8 (Highway 8),Radio Tracking,19:15:00,5,1,James Neish,None,50,Calm,25,,,,,,,,,,,,,,
16698,2005-06-13,2005,6,13,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Set Traps,15:45:00,120,2,"Jeffie McNeil, Julia Cormier",None,80,Light,30,18,,,,,,,,,,,,,
16698,2005-06-13,2005,6,13,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Radio Tracking,16:45:00,10,2,"Jeffie McNeil, Julia Cormier",None,80,Light,30,18,,,,,,,,,,,,,
16698,2005-06-13,2005,6,13,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Set Traps,16:55:00,120,2,"Jeffie McNeil, Julia Cormier",None,80,Light,30,28,,,,,,,,,,,,,
16699,2005-06-14,2005,6,14,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Check Traps,13:45:00,40,2,"Julia Landry, Julia Cormier",None,98,Moderate,20,22,,,,,,,,,,,,,
16699,2005-06-14,2005,6,14,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Check Traps,14:30:00,30,2,"Julia Landry, Julia Cormier",None,98,Moderate,20,20,,,,,,,,,,,,,
16699,2005-06-14,2005,6,14,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Radio Tracking,14:45:00,60,2,"Julia Landry, Julia Cormier",None,,,20,,,,,,,,,,,,,,
16700,2015-07-17,2015,7,17,ML (McGowan Lake),DL (Deans Lake),BP (Beaver Pond),Pull Traps,10:00:00,30,2,"James Neish, Oscar Theibault Rizzoni",None,10,Calm,18,16,,,,,,,,,,,,,
16700,2015-07-17,2015,7,17,ML (McGowan Lake),DL (Deans Lake),DB (Dean Bog),Pull Traps,10:25:00,38,2,"James Neish, Oscar Theibault Rizzoni",None,10,Calm,21,19,,,,,,,,,,,,,
16700,2015-07-17,2015,7,17,ML (McGowan Lake),DL (Deans Lake),LC (Lucys Cove),Pull Traps,10:44:00,18,2,"James Neish, Oscar Theibault Rizzoni",None,10,Calm,21,20,,,,,,,,,,,,,
16700,2015-07-17,2015,7,17,ML (McGowan Lake),DL (Deans Lake),LN (Lucy's Cove North),Pull Traps,11:03:00,20,2,"James Neish, Oscar Theibault Rizzoni",None,10,Calm,22,24,,,,,,,,,,,,,
16700,2015-07-17,2015,7,17,ML (McGowan Lake),DL (Deans Lake),DC (Dean's Lake North Coves),Pull Traps,11:24:00,72,2,"James Neish, Oscar Theibault Rizzoni",None,15,Calm,22,23,,,,,,,,,,,,,
16701,2005-06-15,2005,6,15,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Check Traps,19:06:00,20,2,"Jeffie McNeil, Troy Frech",None,100,Strong,16,13,,,,,,,,,,,,,
16701,2005-06-15,2005,6,15,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Check Traps,19:16:00,18,2,"Jeffie McNeil, Troy Frech",None,100,Strong,16,16,,,,,,,,,,,,,
16701,2005-06-15,2005,6,15,ML (McGowan Lake),EB (East Brook),PR (Peninsula Road),Radio Tracking,19:30:00,40,2,"Jeffie McNeil, Troy Frech",,,,16,,,,,,,,,,,,,,
16702,2005-06-16,2005,6,16,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Bait and Check Traps,18:34:00,19,1,"Troy Frech, Jeffie McNeil",None,100,Moderate,16,13,,,,,,,,,,,,,
16702,2005-06-16,2005,6,16,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Bait and Check Traps,18:54:00,12,1,"Troy Frech, Jeffie McNeil",None,100,Light,16,13,,,,,,,,,,,,,
16703,2005-06-17,2005,6,17,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Check Traps,18:46:00,28,2,"Jeffie McNeil, Troy Frech",Drizzle / Mist,100,Light,15,13,,,,,,,,,,,,,
16703,2005-06-17,2005,6,17,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Check Traps,19:00:00,16,2,"Jeffie McNeil, Troy Frech",Drizzle / Mist,100,Light,15,14,,,,,,,,,,,,,
16704,2005-06-18,2005,6,18,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Radio Tracking,18:57:00,5,1,"Jeffie McNeil, Troy Frech",None,50,Calm,,,,,,,,,,,,,,,
16704,2005-06-18,2005,6,18,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Bait and Check Traps,19:02:00,18,1,"Jeffie McNeil, Troy Frech",None,50,Calm,,,,,,,,,,,,,,,
16704,2005-06-18,2005,6,18,ML (McGowan Lake),EB (East Brook),WP (Woodland Pool),Set Traps,18:55:00,15,1,"Jeffie McNeil, Troy Frech",None,50,Light,,,,,,,,,,,,,,,
16705,2005-06-19,2005,6,19,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Bait and Check Traps,18:57:00,17,1,"Troy Frech, Jeffie McNeil",None,100,Calm,16,15,,,,,,,,,,,,,
16706,2005-06-20,2005,6,20,ML (McGowan Lake),EB (East Brook),WP (Woodland Pool),Check Traps,16:21:00,9,1,Jeffie McNeil,None,20,Calm,23,19,,,,,,,,,,,,,
16706,2005-06-20,2005,6,20,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Check Traps,16:40:00,10,1,Jeffie McNeil,None,20,Calm,23,19,,,,,,,,,,,,,
16706,2005-06-20,2005,6,20,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Check Traps,16:50:00,10,1,Jeffie McNeil,None,20,Calm,23,18,,,,,,,,,,,,,
16707,2005-06-21,2005,6,21,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Pull Traps,16:42:00,116,2,"Jeffie McNeil, Tom Herman",None,40,Moderate,25,14,,,,,,,,,,,,,
16707,2005-06-21,2005,6,21,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Pull Traps,17:40:00,94,2,"Jeffie McNeil, Tom Herman",None,40,Moderate,19,16,,,,,,,,,,,,,
16708,2005-06-22,2005,6,22,ML (McGowan Lake),EB (East Brook),WP (Woodland Pool),Pull Traps,18:45:00,30,2,"Jeffie McNeil, Troy Frech",None,100,Calm,19,16,,,,,,,,,,,,,
16709,1996-07-09,1996,7,9,ML (McGowan Lake),MM (Mount Merrit Brook),M5 (Meadow 5),Set Traps,14:30:00,180,2,"Jeffie McNeil, Nat McMaster",None,100,,24,19.5,,,,,,,,,,,,,
16710,1996-07-10,1996,7,10,ML (McGowan Lake),MM (Mount Merrit Brook),M5 (Meadow 5),Check Traps,09:00:00,64,2,"Jeffie McNeil, Nat McMaster",None,,,19.5,18.5,,,,,,,,,,,,,
16711,1996-07-11,1996,7,11,ML (McGowan Lake),MM (Mount Merrit Brook),M5 (Meadow 5),Pull Traps,12:15:00,110,2,"Jeffie McNeil, Nat McMaster",None,,,25,21,,,,,,,,,,,,,
16711,1996-07-11,1996,7,11,ML (McGowan Lake),MM (Mount Merrit Brook),M6 (Meadow 6),Set Traps,14:10:00,220,2,"Jeffie McNeil, Nat McMaster",None,,Moderate,23,24,,,,,,,,,,,,,
16712,2015-07-30,2015,7,30,ML (McGowan Lake),MM (Mount Merrit Brook),P1 (Pond 1),Pull Traps,09:14:00,30,2,"Jeffie McNeil, Lily Marin",None,0,Calm,,,,,,,,,,,,,,,
16712,2015-07-30,2015,7,30,ML (McGowan Lake),MM (Mount Merrit Brook),M1 (Meadow 1),Pull Traps,09:29:00,122,2,"Jeffie McNeil, Lily Marin",None,0,Calm,,,,,,,,,,,,,,,
16713,1996-07-12,1996,7,12,ML (McGowan Lake),MM (Mount Merrit Brook),M6 (Meadow 6),Check Traps,09:20:00,58,2,"Jeffie McNeil, Nat McMaster",None,,Calm,23,19,,,,,,,,,,,,,
16714,1996-07-13,1996,7,13,ML (McGowan Lake),MM (Mount Merrit Brook),M1 (Meadow 1),Pull Traps,09:00:00,120,2,"Nat McMaster, Dave Oikle",Mod - Heavy Rain,,,17,18,,,,,,,,,,,,,
16715,1996-07-13,1996,7,13,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Set Traps,11:30:00,300,2,"Nat McMaster, Dave Oickle",,,,,,,,,,,,,,,,,,
16716,1996-07-15,1996,7,15,ML (McGowan Lake),WB (West Bog),2A (West Bog 2A),Set Traps,16:40:00,100,2,"Jeffie McNeil, Nat McMaster",Drizzle / Mist,100,,,,,,,,,,,,,,,,
16716,1996-07-15,1996,7,15,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Set Traps,17:30:00,120,2,"Jeffie McNeil, Nat McMaster",Drizzle / Mist,100,,,,,,,,,,,,,,,,
16718,1996-07-16,1996,7,16,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Check Traps,11:15:00,90,2,"Jeffie McNeil, Nat McMaster",Drizzle / Mist,100,,,,,,,,,,,,,,,,
16719,1996-07-17,1996,7,17,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Pull Traps,10:25:00,52,2,"Jeffie McNeil, Nat McMaster",None,,,,,,,,,,,,,,,,,
16720,1996-07-18,1996,7,18,ML (McGowan Lake),EB (East Brook),C3 (Cove 3),Set Traps,18:30:00,60,2,"Jeffie McNeil, Nat McMaster",None,,,,,,,,,,,,,,,,,
16720,1996-07-18,1996,7,18,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Set Traps,19:00:00,90,1,"Jeffie McNeil, Nat McMaster",None,,,,,,,,,,,,,,,,,
16721,1996-07-19,1996,7,19,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Check Traps,14:15:00,64,2,"Jeffie McNeil, Nat McMaster",None,,Moderate,26,20,,,,,,,,,,,,,
16722,1996-07-20,1996,7,20,ML (McGowan Lake),EB (East Brook),SS (Shrub Swamp),Pull Traps,10:05:00,60,2,"Jeffie McNeil, Nat McMaster",None,,Strong,18,,,,,,,,,,,,,,
16723,2015-08-13,2015,8,13,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,10:28:00,18,2,"Jeffie McNeil, Earl Acker",None,80,Calm,24,22,,,,,,,,,,,,,
16723,2015-08-13,2015,8,13,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,10:40:00,8,2,"Jeffie McNeil, Earl Acker",None,80,Light,24,21,,,,,,,,,,,,,
16723,2015-08-13,2015,8,13,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Visual Survey,14:04:00,-288,2,"Jeffie McNeil, Earl Acker",None,90,Calm,24,21,,,,,,,,,,,,,
16723,2015-08-13,2015,8,13,ML (McGowan Lake),WB (West Bog),2B (West Bog 2B),Radio Tracking,11:40:00,100,2,"Jeffie McNeil, Earl Acker",None,80,Light,24,,,,,,,,,,,,,,
16723,2015-08-13,2015,8,13,ML (McGowan Lake),WB (West Bog),1M (West Bog 1M),Visual Survey,12:30:00,10,2,"Jeffie McNeil, Earl Acker",None,80,Light,26,,,,,,,,,,,,,,
16723,2015-08-13,2015,8,13,ML (McGowan Lake),WB (West Bog),LL (Little Lake),Visual Survey,12:35:00,14,2,"Jeffie McNeil, Earl Acker",None,70,Light,26,,,,,,,,,,,,,,
16723,2015-08-13,2015,8,13,ML (McGowan Lake),WB (West Bog),1B (West Bog 1B),Visual Survey,12:42:00,10,2,"Jeffie McNeil, Earl Acker",None,70,Light,26,,,,,,,,,,,,,,
